Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.78,Bloomsbury Paperbacks,Paperback,250,2002,1993,,2022/06/25,to-read,to-read (#115),to-read,,,,0,0
13226393,The Church and the Kingdom,Giorgio Agamben,"Agamben, Giorgio","Leland de la Durantaye, Alice Attie","=""0857420240""","=""9780857420244""",3,4.06,Seagull Books,Hardcover,64,2012,2010,2022/06/20,2022/06/19,,,read,,,,1,0
436806,Story of the Eye,Georges Bataille,"Bataille, Georges",Joachim Neugroschel,"=""0872862097""","=""9780872862098""",0,3.65,City Lights Publishers,Paperback,103,1987,1928,,2022/06/12,to-read,to-read (#114),to-read,,,,0,0
35187183,Your Brain Is a Time Machine: The Neuroscience and Physics of Time,Dean Buonomano,"Buonomano, Dean",,"=""0393355608""","=""9780393355604""",0,3.91,W. W. Norton & Company,Paperback,304,2018,2017,,2022/06/11,to-read,to-read (#113),to-read,,,,0,0
609042,The Renaissance: Studies in Art and Poetry,Walter Pater,"Pater, Walter",,"=""019283553X""","=""9780192835536""",0,3.93,Oxford University Press,Paperback,208,1998,1873,,2021/12/25,to-read,to-read (#49),to-read,,,,0,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth","=""0811201880""","=""9780811201889""",0,3.93,New Directions,Hardcover,178,1969,1938,,2022/06/07,to-read,to-read (#112),to-read,,,,0,0
40117,The Unconsoled,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""057122539X""","=""9780571225392""",0,3.59,Faber and Faber,Paperback,535,1995,1995,,2022/06/07,to-read,to-read (#111),to-read,,,,0,0
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""030727103X""","=""9780307271037""",4,3.59,Alfred A. Knopf,Hardcover,317,2015,2015,2022/05/13,2022/03/14,,,read,,,,1,0
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",4,3.93,Penguin,Paperback,176,1990,1972,2022/05/31,2022/03/13,,,read,,,,1,0
36485828,The Second Body,Daisy Hildyard,"Hildyard, Daisy",,"=""1910695475""","=""9781910695470""",0,3.64,Fitzcarraldo Editions,Paperback,128,2017,2017,,2022/06/06,to-read,to-read (#110),to-read,,,,0,0
44334645,Animalia,Jean-Baptiste Del Amo,"Amo, Jean-Baptiste Del",Frank Wynne,"=""""","=""""",0,4.13,Fitzcarraldo Editions,ebook,424,2019,2016,,2022/06/06,to-read,to-read (#109),to-read,,,,0,0
36252356,This Little Art,Kate Briggs,"Briggs, Kate",,"=""1910695459""","=""9781910695456""",0,4.32,Fitzcarraldo Editions,Paperback,365,2017,2018,,2022/06/04,to-read,to-read (#108),to-read,,,,0,0
13598307,The Art of Fermentation: An in-Depth Exploration of Essential Concepts and Processes from Around the World,Sandor Ellix Katz,"Katz, Sandor Ellix",,"=""160358286X""","=""9781603582865""",0,4.43,Chelsea Green Publishing,Hardcover,528,2012,2012,,2022/06/03,to-read,to-read (#107),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.16,Harper Voyager,Hardcover,544,2022,2022,,2022/06/03,to-read,to-read (#106),to-read,,,,0,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",0,3.84,Dante University Press,Paperback,144,2014,1513,,2022/06/03,to-read,to-read (#105),to-read,,,,0,0
3049,Sir Gawain and the Green Knight,Unknown,"Unknown, Unknown","Burton Raffel, Neil D. Isaacs","=""0451528182""","=""9780451528186""",0,3.76,Signet Classics,Mass Market Paperback,144,2001,1375,,2022/06/03,to-read,to-read (#104),to-read,,,,0,0
379661,Time and Free Will,Henri Bergson,"Bergson, Henri",,"=""1402199392""","=""9781402199394""",0,3.95,Adamant Media Corporation,Paperback,278,2000,1889,,2022/05/15,to-read,to-read (#102),to-read,,,,0,0
838166,Iphigénie,Jean Racine,"Racine, Jean",,"=""2038714061""","=""9782038714067""",3,3.58,Larousse,Paperback,231,1991,1674,,2022/05/15,,,read,,,,1,0
33585392,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",3,4.51,Knopf,Hardcover,63,2017,2017,2022/05/14,2022/05/14,,,read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",2,4.24,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2022/05/13,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2022/05/13,to-read,to-read (#101),to-read,,,,0,0
3418156,Kenny & the Dragon,Tony DiTerlizzi,"DiTerlizzi, Tony",,"=""1416939776""","=""9781416939771""",5,3.97,Simon & Schuster Books for Young Readers,Hardcover,151,2008,2008,,2022/05/13,,,read,,,,1,0
6535683,The Charterhouse of Parma,Stendhal,"Stendhal, Stendhal","Margaret Mauldon, Roger Pearson","=""0199555346""","=""9780199555345""",0,3.79,Oxford University Press,Paperback,520,2009,1839,,2022/05/09,to-read,to-read (#100),to-read,,,,0,0
3319299,Sexual Solipsism: Philosophical Essays on Pornography and Objectification,Rae Langton,"Langton, Rae",,"=""0199247064""","=""9780199247066""",3,4.09,Oxford University Press,Hardcover,424,2009,2008,2022/05/06,2022/04/08,,,read,,,,1,0
366536,Evolution as a Religion (Routledge Classics),Mary Midgley,"Midgley, Mary",,"=""0415278333""","=""9780415278331""",0,3.82,Routledge,Paperback,224,2002,1985,,2022/05/04,to-read,to-read (#99),to-read,,,,0,0
380994,A Lover's Discourse: Fragments,Roland Barthes,"Barthes, Roland",Richard Howard,"=""0374521611""","=""9780374521615""",0,4.36,Hill and Wang,Paperback,234,1979,1977,,2022/05/04,to-read,to-read (#97),to-read,,,,0,0
58065802,Otherlands: A Journey Through Earth's Extinct Worlds,Thomas Halliday,"Halliday, Thomas",,"=""0593132882""","=""9780593132883""",0,4.11,Random House,Hardcover,385,2022,2022,,2022/05/03,to-read,to-read (#96),to-read,,,,0,0
18162954,Galatea,Madeline Miller,"Miller, Madeline",,"=""1408848147""","=""""",4,3.93,Bloomsbury Paperbacks,Kindle Edition,27,2013,2013,2022/05/03,2022/05/03,,,read,,,,1,0
54700642,The World in the Wave Function: A Metaphysics for Quantum Physics,Alyssa Ney,"Ney, Alyssa",,"=""019009771X""","=""9780190097714""",0,3.58,Oxford University Press,Hardcover,288,2021,,,2022/04/30,to-read,to-read (#95),to-read,,,,0,0
30933,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926345""","=""9780316926348""",0,4.00,Back Bay Books,Paperback,351,1999,1945,,2022/04/20,to-read,to-read (#94),to-read,,,,0,0
802377,Divided by Faith: Religious Conflict and the Practice of Toleration in Early Modern Europe,Benjamin J. Kaplan,"Kaplan, Benjamin J.",,"=""0674024303""","=""9780674024304""",0,4.01,Belknap Press,Hardcover,432,2007,2007,,2022/04/11,to-read,to-read (#93),to-read,,,,0,0
91953,Leviathan,Thomas Hobbes,"Hobbes, Thomas","Marshall Missner, Crawford Brough Macpherson","=""0140431950""","=""9780140431957""",0,3.70,Penguin Books,Paperback,736,1981,1651,,2022/04/11,to-read,to-read (#92),to-read,,,,0,0
52372,On Photography,Susan Sontag,"Sontag, Susan",,"=""0141187166""","=""9780141187167""",0,3.88,Penguin Books,Paperback,224,1979,1973,,2022/03/13,to-read,to-read (#81),to-read,,,,0,0
111185,Physics and Philosophy: The Revolution in Modern Science,Werner Heisenberg,"Heisenberg, Werner",Paul C.W. Davies,"=""""","=""""",0,4.03,Penguin Classics,Paperback,176,2000,1958,,2022/04/05,to-read,to-read (#88),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",4,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2021/04/30,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",3,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,,2021/04/30,,,read,,,,1,0
30292,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato,"Plato, Plato","G.M.A. Grube, John M. Cooper","=""0872206335""","=""9780872206335""",4,4.16,"Hackett Publishing Company, Inc.",Paperback,156,2002,-385,,2021/05/17,,,read,,,,1,0
599840,On Art and Life (Penguin Great Ideas),John Ruskin,"Ruskin, John",,"=""0143036289""","=""9780143036289""",4,3.83,Penguin Books,Paperback,98,2005,1853,2022/03/09,2022/02/21,,,read,,,,1,0
29777125,The Book of Tea,Kakuzō Okakura,"Okakura, Kakuzō",,"=""0241251354""","=""9780241251355""",3,3.85,Penguin Classic,Mass Market Paperback,109,2017,1906,2022/03/17,2022/03/09,,,read,,,,1,0
229349,Nicomachean Ethics,Aristotle,"Aristotle, Aristotle","F.H. Peters, Hye-Kyung Kim","=""0760752362""","=""9780760752364""",0,4.00,Sterling Publishing,Paperback,253,2004,-350,,2021/11/24,,,read,,,,1,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",0,3.96,Penguin Classics,Paperback,416,2003,-400,,2021/05/17,,,read,,,,1,0
99928,Aristotle: A Very Short Introduction,Jonathan Barnes,"Barnes, Jonathan",,"=""0192854089""","=""9780192854087""",0,3.67,Oxford University Press,Paperback,160,2000,1982,,2022/04/05,,,read,,,,1,0
31921,Philosophy of Science: A Very Short Introduction,Samir Okasha,"Okasha, Samir",,"=""0192802836""","=""9780192802835""",0,3.93,Oxford University Press,Paperback,144,2002,2002,,2022/04/05,to-read,to-read (#90),to-read,,,,0,0
